epoch,loss_train,accuracy_train,lr,elapsed,loss_valid,accuracy_valid
0,0.7392390554601496,0.4284090909090909,6e-07,00:10,0.6624829864501953,56.00000000000001
1,0.6614150914278898,0.5988636363636364,6e-07,00:08,0.5983843994140625,70.33333333333334
2,0.5931627967140891,0.7420454545454546,6e-07,00:08,0.5411075210571289,83.0
3,0.5348385377363725,0.7988636363636363,6e-07,00:08,0.4912674331665039,87.0
4,0.48444951664317737,0.8375,6e-07,00:08,0.4485839335123698,89.66666666666666
5,0.4384134335951372,0.8613636363636363,6e-07,00:08,0.4133061726888021,90.33333333333333
6,0.3966533617539839,0.8704545454545455,6e-07,00:08,0.3843082555135091,90.33333333333333
7,0.3581611763347279,0.8863636363636364,6e-07,00:08,0.36013954162597656,90.33333333333333
8,0.32542988603765316,0.8897727272727273,6e-07,00:08,0.3392613410949707,90.0
9,0.2972268516367132,0.8988636363636363,6e-07,00:08,0.3199632008870443,90.33333333333333
10,0.2731479167938232,0.9,6e-07,00:08,0.3031376647949219,91.66666666666666
11,0.25151982090689917,0.9022727272727272,6e-07,00:08,0.2892235310872396,92.66666666666666
12,0.23275801268490878,0.9113636363636364,6e-07,00:08,0.2797238604227702,92.66666666666666
13,0.21610755161805587,0.9181818181818182,6e-07,00:08,0.2749281883239746,93.0
14,0.20219427672299473,0.9204545454545454,6e-07,00:08,0.27363590876261396,92.0
15,0.19151168086312034,0.9261363636363636,1.2e-07,00:08,0.2738674481709798,91.66666666666666
16,0.18847926421598954,0.928409090909091,1.2e-07,00:08,0.27403433481852213,91.33333333333333
17,0.18547476530075074,0.9306818181818182,1.2e-07,00:08,0.2741944249471029,91.0
18,0.18240514993667603,0.9306818181818182,1.2e-07,00:08,0.27437116622924806,91.0
19,0.17906111478805542,0.9318181818181818,1.2e-07,00:08,0.274410826365153,91.0
20,0.17593756263906304,0.9352272727272727,1.2e-07,00:08,0.2743339665730794,91.66666666666666
21,0.1724591092629866,0.9386363636363636,1.2e-07,00:08,0.2741584142049154,91.66666666666666
22,0.16916318264874544,0.9431818181818182,1.2e-07,00:08,0.2740331649780273,91.66666666666666
23,0.16586053479801524,0.9443181818181818,1.2e-07,00:08,0.2739679718017578,91.66666666666666
24,0.1624567454511469,0.9443181818181818,1.2e-07,00:08,0.2737837600708008,92.0
25,0.15921902548183095,0.946590909090909,1.2e-07,00:08,0.27364822387695314,91.33333333333333
26,0.15607366995377975,0.946590909090909,1.2e-07,00:08,0.2735811996459961,91.33333333333333
27,0.15285953933542426,0.9477272727272728,1.2e-07,00:08,0.27368942896525067,91.33333333333333
28,0.14994839754971592,0.9488636363636364,1.2e-07,00:08,0.2737559572855632,91.33333333333333
29,0.14671524546363138,0.9477272727272728,1.2e-07,00:08,0.2740107727050781,91.33333333333333
30,0.14434242356907237,0.9488636363636364,2.4000000000000003e-08,00:08,0.27416126887003583,91.33333333333333
31,0.14368974295529452,0.95,2.4000000000000003e-08,00:08,0.274229679107666,91.33333333333333
32,0.14305774190209128,0.9522727272727273,2.4000000000000003e-08,00:08,0.27431758244832355,91.33333333333333
33,0.14244937138123945,0.9522727272727273,2.4000000000000003e-08,00:08,0.2744072024027506,91.33333333333333
34,0.14182697155258872,0.9522727272727273,2.4000000000000003e-08,00:08,0.2744852066040039,91.33333333333333
35,0.14121421792290428,0.9522727272727273,2.4000000000000003e-08,00:08,0.2745888646443685,91.33333333333333
36,0.14058151895349677,0.9522727272727273,2.4000000000000003e-08,00:08,0.2747009023030599,91.33333333333333
37,0.13995798067613083,0.9534090909090909,2.4000000000000003e-08,00:08,0.2748081016540527,91.33333333333333
38,0.13933154886419122,0.9534090909090909,2.4000000000000003e-08,00:08,0.2749322446187337,91.33333333333333
39,0.1386992714621804,0.9534090909090909,2.4000000000000003e-08,00:08,0.27505141576131187,91.33333333333333
40,0.13822452967817134,0.9534090909090909,4.800000000000001e-09,00:08,0.27509766896565757,91.33333333333333
41,0.13808246634223245,0.9534090909090909,4.800000000000001e-09,00:08,0.2751239458719889,91.33333333333333
42,0.13796301971782338,0.9534090909090909,4.800000000000001e-09,00:08,0.2751523208618164,91.33333333333333
43,0.13783436038277366,0.9534090909090909,4.800000000000001e-09,00:08,0.27517608006795247,91.33333333333333
44,0.13770684112202036,0.9534090909090909,4.800000000000001e-09,00:08,0.2752019437154134,91.33333333333333
45,0.13757629882205616,0.9534090909090909,4.800000000000001e-09,00:08,0.27522953669230144,91.33333333333333
46,0.1374506408518011,0.9534090909090909,4.800000000000001e-09,00:08,0.2752575937906901,91.33333333333333
47,0.13731987151232633,0.9534090909090909,4.800000000000001e-09,00:08,0.27528701146443685,91.33333333333333
48,0.13719348907470702,0.9534090909090909,4.800000000000001e-09,00:08,0.2753185844421387,91.33333333333333
49,0.13706236644224687,0.9534090909090909,4.800000000000001e-09,00:08,0.27534844080607096,91.33333333333333
