epoch,loss_train,accuracy_train,lr,elapsed,loss_valid,accuracy_valid
0,0.356513914194974,0.5647727272727273,0.01,00:03,0.3674484125773112,32.0
1,0.33482648459347814,0.7,0.009996145181203616,00:00,0.3622928237915039,58.333333333333336
2,0.31266339908946644,0.7863636363636364,0.00998458666866564,00:00,0.357340456644694,63.66666666666667
3,0.2948865153572776,0.7795454545454545,0.009965342284774631,00:00,0.3503983434041341,67.0
4,0.2767351605675437,0.8306818181818182,0.009938441702975687,00:00,0.3437164306640625,69.33333333333334
5,0.2549018448049372,0.8420454545454545,0.009903926402016152,00:00,0.33795738220214844,67.66666666666666
6,0.2357253681529652,0.8431818181818181,0.009861849601988382,00:00,0.3276695442199707,70.66666666666667
7,0.2201746095310558,0.8431818181818181,0.009812276182268235,00:00,0.3212184143066406,70.33333333333334
8,0.2013512828133323,0.8590909090909091,0.009755282581475767,00:00,0.31076992670694986,73.66666666666667
9,0.18969973108985208,0.8511363636363637,0.00969095667961242,00:00,0.30229420979817706,74.33333333333333
10,0.18486596671017733,0.8568181818181818,0.009619397662556433,00:00,0.29887574513753257,74.0
11,0.17120120525360108,0.8670454545454546,0.009540715869125407,00:00,0.2950428136189779,74.0
12,0.16579321731220592,0.865909090909091,0.00945503262094184,00:00,0.2903605588277181,75.66666666666667
13,0.16602910540320656,0.875,0.009362480035363987,00:00,0.28854454040527344,75.33333333333333
14,0.15977827527306296,0.8772727272727273,0.009263200821770462,00:00,0.28450904846191405,76.0
15,0.15861112637953326,0.8681818181818182,0.009157348061512728,00:00,0.28042165756225584,76.66666666666667
16,0.15246483087539672,0.8761363636363636,0.009045084971874739,00:00,0.2761385218302409,76.33333333333333
17,0.15052650516683405,0.884090909090909,0.008926584654403725,00:00,0.27549777348836263,76.66666666666667
18,0.14877132068980825,0.8806818181818182,0.008802029828000156,00:00,0.2751905123392741,76.66666666666667
19,0.14560997486114502,0.8886363636363637,0.008671612547178428,00:00,0.27100571314493815,76.66666666666667
20,0.14517171708020296,0.875,0.008535533905932738,00:00,0.2680203628540039,76.66666666666667
21,0.1454828847538341,0.8829545454545454,0.00839400372766471,00:00,0.267694632212321,76.66666666666667
22,0.13724569949236784,0.8875,0.00824724024165092,00:00,0.2595488421122233,76.66666666666667
23,0.14365773417732933,0.8795454545454545,0.008095469746549169,00:00,0.2581259218851725,77.0
24,0.1354271942918951,0.8875,0.007938926261462365,00:00,0.25584391911824544,77.0
25,0.1362115036357533,0.884090909090909,0.0077778511650980105,00:00,0.25429238001505533,76.66666666666667
26,0.12858295765790073,0.8977272727272727,0.007612492823579744,00:00,0.25031478246053057,76.66666666666667
27,0.13294286836277355,0.8931818181818182,0.007612492823579744,00:00,0.24522811889648438,76.66666666666667
28,0.13153666745532644,0.8920454545454546,0.007612492823579744,00:00,0.2452460225423177,76.66666666666667
29,0.12727414803071455,0.8954545454545455,0.007612492823579744,00:00,0.24687057495117187,76.66666666666667
30,0.12279918193817138,0.9,0.007612492823579744,00:00,0.23797536214192708,76.66666666666667
31,0.12235607992519032,0.9,0.007612492823579744,00:00,0.23531590143839518,77.0
32,0.1199340744452043,0.9034090909090909,0.007612492823579744,00:00,0.23221928278605145,77.0
33,0.11562229720028964,0.9056818181818181,0.007612492823579744,00:00,0.23446611404418946,77.0
34,0.11525696841153231,0.9090909090909091,0.007612492823579744,00:00,0.22915878931681316,77.33333333333333
35,0.10837242657488043,0.9238636363636363,0.007612492823579744,00:00,0.22850435256958007,78.0
36,0.10015970685265281,0.9272727272727272,0.007612492823579744,00:00,0.22264738082885743,78.33333333333333
37,0.09702190160751342,0.9340909090909091,0.007612492823579744,00:00,0.22824393590291342,79.0
38,0.0945081510327079,0.9318181818181818,0.007612492823579744,00:00,0.22176497777303059,79.33333333333333
39,0.09382550282911821,0.9340909090909091,0.007612492823579744,00:00,0.2218532117207845,79.66666666666666
40,0.09578888795592568,0.9363636363636364,0.007612492823579744,00:00,0.23339650472005208,78.0
41,0.09884641820734197,0.9204545454545454,0.007612492823579744,00:00,0.22376511891682943,80.0
42,0.09357396797700361,0.9306818181818182,0.007612492823579744,00:00,0.22287232716878255,80.66666666666666
43,0.08885776075449857,0.9363636363636364,0.007612492823579744,00:00,0.2200749397277832,82.33333333333334
44,0.08409478989514438,0.9329545454545455,0.007612492823579744,00:00,0.2196008555094401,81.66666666666667
45,0.07582348693500865,0.9454545454545454,0.007612492823579744,00:00,0.21914040247599284,81.33333333333333
46,0.0755518615245819,0.946590909090909,0.007612492823579744,00:00,0.22160073598225913,80.0
47,0.07860764563083648,0.95,0.007612492823579744,00:00,0.224950803120931,78.66666666666666
48,0.07594695470549843,0.9488636363636364,0.007612492823579744,00:00,0.24348989486694336,78.33333333333333
49,0.07261570258574053,0.9659090909090909,0.007612492823579744,00:00,0.22950703303019207,80.66666666666666
